ATTRIBUTE NAME,DATA CATEGORY,PII CATEGORY,PII SUBCATEGORY,DEFINITION,DERIVATION TYPE,DATA TYPE,SAMPLE VALUES,DATA OWNER,FREQUENCY OF REFRESH,LATENCY,BRAND,CFU,SUBJECT AREA,REDSHIFT TABLE
postpaid_arpu_60days,Profitability,Non-PII,Non-PII,60 days Average Revenue Per User (ARPU) of subscriber,Derived,"numeric(21,2)",504,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_UC_30days,Profitability,Non-PII,Non-PII,Gets sum of usage charge amount of BB postpaid subscriber in the past 30 days,Derived,"numeric(21,2)",1602.75,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_UC_60days,Profitability,Non-PII,Non-PII,Gets monthly average of usage charge amount of BB postpaid subscriber in the past 60 days,Derived,"numeric(21,2)",0,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_OC_30days,Profitability,Non-PII,Non-PII,Gets sum of one time charge amount of BB postpaid subscriber in the past 30 days,Derived,"numeric(21,2)",99,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_OC_60days,Profitability,Non-PII,Non-PII,Gets monthly average of one time charge amount of BB postpaid subscriber in the past 60 days,Derived,"numeric(21,2)",49.5,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
reload_ave_transaction_count_30days,Behavioral,Non-PII,Non-PII,Gets average transaction of subscriber in the past 30 days,Derived,integer,15,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_ave_transaction_count_60days,Behavioral,Non-PII,Non-PII,Gets average transaction of subscriber in the past 2 months,Derived,integer,15,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_ave_transaction_count_90days,Behavioral,Non-PII,Non-PII,Gets average transaction of subscriber in the past 3 months,Derived,integer,15,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
derived_age_number,Customer PII,Non-PII,Non-PII,Subscriber's age calculated from birthdate,"Direct Pull for Postpaid
Inferred for Prepaid",integer,58,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
age_bracket_name,Demographic/Affluence,Non-PII,Non-PII,Subscriber's age bracket,"Direct Pull for Postpaid
Inferred for Prepaid",varchar(1000),55-59,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
postpaid_arpu_RC_90days,Profitability,Non-PII,Non-PII,Gets monthly average of recurring charge amount of BB postpaid subscriber in the past 90 days,Derived,"numeric(21,2)",8437.33,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_RC_60days,Profitability,Non-PII,Non-PII,Gets monthly average of recurring charge amount of BB postpaid subscriber in the past 60 days,Derived,"numeric(21,2)",998.5,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_RC_30days,Profitability,Non-PII,Non-PII,Gets sum of recurring charge amount of BB postpaid subscriber in the past 30 days,Derived,"numeric(21,2)",25312,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
usage_data_ppu_amount_past_30days,Behavioral,Non-PII,Non-PII,Sum of PPU data spend in the past 30 days,Derived,"numeric(21,2)",340,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_sms_ppu_amount_past_30days,Behavioral,Non-PII,Non-PII,Sum of PPU sms spend in the past 30 days,Derived,"numeric(21,2)",37,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_voice_ppu_amount_past_30days,Behavioral,Non-PII,Non-PII,Sum of PPU voice spend in the past 30 days,Derived,"numeric(21,2)",73,FVT,Daily,,"GHP, GHP-PREPAID, TM, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
reload_transaction_count_past_30days,Behavioral,Non-PII,Non-PII,Count of top-up transactions within 30 days,Derived,integer,1,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_transaction_count_past_60days,Behavioral,Non-PII,Non-PII,Count of top-up transactions within 60 days,Derived,integer,4,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_transaction_count_past_90days,Behavioral,Non-PII,Non-PII,Count of top-up transactions within 90 days,Derived,integer,6,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
postpaid_arpu_90days,Profitability,Non-PII,Non-PII,90 days Average Revenue Per User (ARPU) of subscriber,Derived,"numeric(21,2)",932,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_UC_90days,Profitability,Non-PII,Non-PII,Gets monthly average of usage charge amount of BB postpaid subscriber in the past 90 days,Derived,"numeric(21,2)",51.66,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
postpaid_arpu_OC_90days,Profitability,Non-PII,Non-PII,Gets monthly average of one time charge amount of BB postpaid subscriber in the past 90 days,Derived,"numeric(21,2)",33,FVT CRM Broadband,Monthly,,"GHP, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",revenue,revenue_profile
missed_registration_score,Behavioral,Non-PII,Non-PII,"Identify subscribers’ time to register to a promo from the time of top-up;
 Identify subscribers who breach their “usual” threshold.",Inferred,"numeric(21,2)",66.78,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,availment,availment_profile
usage_sum_outbound_intra_voice_90days_mins,Behavioral,Non-PII,Non-PII,Gets total minutes of call of subscriber under intraconnect network,Derived,integer,289,FVT,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
availment_combo_bundle_exp_date_past_30days,Campaign History,Non-PII,Non-PII,Last combo promo expiration date in the past 30 days,Derived,timestamp,42354.33333,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_combo_latest_amount_past_30days,Campaign History,Non-PII,Non-PII,Latest amount for combo promo availed in past 30 days,Derived,"numeric(21,2)",33.5,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_combo_latest_date_past_30days,Campaign History,Non-PII,Non-PII,Latest date for combo promo availed in past 30 days,Derived,timestamp,40469.62163,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_combo_spend_past_30days,Campaign History,Non-PII,Non-PII,Sum of spend for combo availment in past 30 days,Derived,"numeric(21,2)",33.5,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_data_ave_days_in_between_past_120days,Campaign History,Non-PII,Non-PII,Average days in between data promo registration in past 120 days prior to 30days,Derived,integer,12,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_data_latest_amount_past_30days,Campaign History,Non-PII,Non-PII,Latest amount for data promo availed in past 30 days,Derived,"numeric(21,2)",33.5,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_sms_latest_amount_past_30days,Campaign History,Non-PII,Non-PII,Latest amount for sms promo availed in past 30 days,Derived,"numeric(21,2)",33.5,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_sms_latest_date_past_30days,Campaign History,Non-PII,Non-PII,Latest date for sms promo availed in past 30 days,Derived,timestamp,40610.33333,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_voice_bundle_exp_date_past_30days,Campaign History,Non-PII,Non-PII,Latest voice expiration for voice promo availed in past 30 days,Derived,timestamp,42354.33333,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_voice_latest_amount_past_30days,Campaign History,Non-PII,Non-PII,Latest amount for voice promo availed in past 30 days,Derived,"numeric(21,2)",33.5,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_voice_latest_date_past_30days,Campaign History,Non-PII,Non-PII,Latest date for voice promo availed in past 30 days,Derived,timestamp,40610.33333,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
handset_type_name,Globe ID,Non-PII,Non-PII,"Type of latest device used based on sms, voice and data usages for past 90 days",Derived,varchar(1000),SMART PHONE,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
availment_sms_bundle_exp_date_past_30days,Campaign History,Non-PII,Non-PII,Latest sms expiration for sms promo availed in past 30 days,Derived,timestamp,40155.461,FVT,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",availment,availment_profile
reload_average_txn_interval_rolling_120_days,Behavioral,Non-PII,Non-PII,Average of transaction intervals in the past 120 days,Derived,integer,35,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_2nd_max_daily_sum_past_120days,Behavioral,Non-PII,Non-PII,Second highest sum of daily topup amount in the past 120 days prior to past 30 days (5th-16th week).,Derived,"numeric(21,2)",23.56,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_max_total_monthly_past_90days,Behavioral,Non-PII,Non-PII,Maximum total monthly topup in 90 days,Derived,"numeric(21,2)",23.56,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_latest_past_30days,Behavioral,Non-PII,Non-PII,Latest topup amount in the past 30 days,Derived,"numeric(21,2)",35,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_latest_past_60days,Behavioral,Non-PII,Non-PII,Latest topup amount in the past 60 days,Derived,"numeric(21,2)",23.56,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_mode_tu_tra_rolling_60_days_amount,Behavioral,Non-PII,Non-PII,Most availed top-up within 60 days,Derived,"numeric(21,2)",100,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_latest_week_90days,Behavioral,Non-PII,Non-PII,"Latest topup week within 90 days (reload days from last txn convert to weeks, should be round up)",Derived,integer,8,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_days_from_last_txn,Behavioral,Non-PII,Non-PII,No. of days between current date and latest topup date,Derived,integer,20,FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_top_channel_30days,Behavioral,Non-PII,Non-PII,Most used reload channel within 30 days,Derived,varchar(1000),GCash Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_top_channel_60days,Behavioral,Non-PII,Non-PII,Most used reload channel within 60 days,Derived,varchar(1000),GCash Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_top_channel_90days,Behavioral,Non-PII,Non-PII,Most used reload channel within 90 days,Derived,varchar(1000),GCash Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_latest_channel_30days,Behavioral,Non-PII,Non-PII,Latest reload channel within 30 days,Derived,varchar(1000),GCash Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_latest_channel_60days,Behavioral,Non-PII,Non-PII,Latest reload channel within 60 days,Derived,varchar(1000),GCash Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_latest_channel_90days,Behavioral,Non-PII,Non-PII,Latest reload channel within 90 days,Derived,varchar(1000),AMAX Channel,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
postpaid_contract_status_type,Globe ID,Non-PII,Non-PII,Indicates if contract is New or Recontract,Derived,varchar(1000),Recontract,AMP,Daily,,GHP,"Consumer, EG, SG, In house",contract,contract_profile
prepaid_spending_arpu_30days,Behavioral,Non-PII,Non-PII,"Prepaid Spending ARPU for 30 days (promo registrations, ppu, topup a promo)",Derived,"numeric(21,2)",56.67,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",revenue,revenue_profile
prepaid_spending_arpu_60days,Behavioral,Non-PII,Non-PII,"Prepaid Spending ARPU for 60 days (promo registrations, ppu, topup a promo)",Derived,"numeric(21,2)",86.5,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",revenue,revenue_profile
prepaid_spending_arpu_90days,Behavioral,Non-PII,Non-PII,"Prepaid Spending ARPU for 90 days coverage (day-91 to day-2) of promo registrations, ppu, topup a promo)",Derived,"numeric(21,2)",61,AMP,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",revenue,revenue_profile
contract_type_description,Globe ID,Non-PII,Non-PII,"Locked in a promo contract with handset (bill rebates or gift certificate)
 Locked in a promo contract without handset
 Open base/out of lock up with handset
 Open base/out of lock up without handset",Direct Pull,varchar(1000),Open base /Out of lock up - subscribers without contracts,AMP,Daily,,GHP,"Consumer, EG, SG, In house",contract,contract_profile
usage_data_ppu_ave_amount_past_30days,Behavioral,Non-PII,Non-PII,Average PPU data usage amout (spend) past 30 days,Derived,"numeric(21,2)",25,AMP,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
usage_data_ppu_ave_amount_past_120days,Behavioral,Non-PII,Non-PII,Average PPU data usage amount (spend) past 120 days prior 30 days,Derived,"numeric(21,2)",5,AMP,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
multisim_tag,Behavioral,Non-PII,Non-PII,"Indicator whether the subscriber is likely a single sim card holder or a multiple sim card holder.
 
 TRUE - Multisim 
 FALSE - Single Sim",Derived,boolean,TRUE,MSH,Monthly,mo-1,"GHP-PREPAID, TM",Consumer,product,product_profile
usage_data_latest_date_past_120days,Behavioral,Non-PII,Non-PII,Gets latest event_start_date with data filter,Derived,timestamp,40417.48922,FVT CRM HPW/BB,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",usage,usage_profile
availment_amount_past_60days,Campaign History,Non-PII,Non-PII,Sum of promo registrations in past 60 days,Derived,"numeric(21,2)",120,FVT CRM HPW/BB,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_amount_past_90days,Campaign History,Non-PII,Non-PII,Sum of promo registrations in past 90 days,Derived,"numeric(21,2)",120,FVT CRM HPW/BB,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
prepaid_spending_arpu_120days,Behavioral,Non-PII,Non-PII,"Prepaid Spending ARPU (promo registrations, ppu, topup a promo) for 120 days
 divided by 4 (months)",Derived,"numeric(21,2)",20.25,FVT CRM HPW/BB,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",revenue,revenue_profile
network_monthly_top_2_data_location_province,Customer PII,Non-PII,Non-PII,Top 2 Location (Province) of Customer based on customer's data usage from previous month,Derived,varchar(1000),National Capital Region (NCR),FVT CRM Hoarding,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_2_data_location_town,Customer PII,Non-PII,Non-PII,Top 2 Location (Town) of Customer based on customer's data usage from previous month,Derived,varchar(1000),CITY OF MAKATI,FVT CRM Hoarding,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_3_data_location_province,Customer PII,Non-PII,Non-PII,Top 3 Location (Province) of Customer based on customer's data usage from previous month,Derived,varchar(1000),National Capital Region (NCR),FVT CRM Hoarding,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
network_monthly_top_3_data_location_town,Customer PII,Non-PII,Non-PII,Top 3 Location (Town) of Customer based on customer's data usage from previous month,Derived,varchar(1000),CITY OF MAKATI,FVT CRM Hoarding,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
reload_amount_total_past_90days,Behavioral,Non-PII,Non-PII,Total of top-up amount for the past 90 days,Derived,"numeric(21,2)",23.55,FVT CRM HPW/BB,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
